Concept name,Concept categories,Concept literal,Language
"food marketer","","food seller","en"
"food marketer","","food trafficker","en"
"food marketer","","food vender","en"
"food marketer","","food vendor","en"
"vacuum","","emptiness","en"
"vacuum","","vacuity","en"
"vacuum","","vacuum","en"
"vacuum","","void","en"
"spraying","","spraying","en"
"south africa","Country","South Africa","en"
"south africa","Country","south africa","en"
"south africa","Country","southafrica","en"
"mono-sodium glutamate","Artificial Ingredient","MSG","en"
"mono-sodium glutamate","Artificial Ingredient","glutamate","en"
"mono-sodium glutamate","Artificial Ingredient","mono-sodium glutamate","en"
"mono-sodium glutamate","Artificial Ingredient","monosodium glutamate","en"
"mono-sodium glutamate","Artificial Ingredient","monosodiumglutamate","en"
"coli","","coli","en"
"refreshing","","refreshing","en"
"Colombia","Country","Colombia","en"
"Thailand","Country","Thailand","en"
"food desert","","food desert","en"
"food desert","","fooddesert","en"
"New Drug Application","","NDA","en"
"New Drug Application","","New Drug Application","en"
"New Drug Application","","New Drug Applications","en"
"obamacare","","obamacare","en"
"fatty acid","","fatty acid","en"
"fatty acid","","fattyacid","en"
"salmonella","Disease / Condition","salmonella","en"
"salmonella","Disease / Condition","salmonella illness","en"
"salmonella","Disease / Condition","salmonella malady","en"
"salmonella","Disease / Condition","salmonella sickness","en"
"salmonella","Disease / Condition","salmonella unwellness","en"
"Asda","Industry; Company","Asda","en"
"subsidy","","subsidy","en"
"potassium","","potassium","en"
"pest","","blighter","en"
"pest","","pest","en"
"pest","","pesterer","en"
"dough","","dough","en"
"bloomberg","","bloomberg","en"
"food recall","","food recall","en"
"food recall","","food recall process","en"
"Pakistan","Country","Pakistan","en"
"oyster","","oyster","en"
"oxygen","","oxygen","en"
"nutella","","nutella","en"
"food education","","food education","en"
"food education","","food instruction","en"
"food education","","food pedagogy","en"
"food education","","food teaching","en"
"food education","","food training","en"
"food education","","foodeducation","en"
"warehouse","","warehouse","en"
"michelle obama","","Michelle O","en"
"michelle obama","","first lady","en"
"michelle obama","","flotus","en"
"michelle obama","","lady michelle obama","en"
"michelle obama","","michelle obama","en"
"michelle obama","","michelleobama","en"
"torture","","torture","en"
"lasagna","Pasta","lasagna","en"
"corporate propaganda","","corporate propaganda","en"
"corporate propaganda","","propaganda","en"
"Malaysia","Country","Malaysia","en"
"food culture","","food culture","en"
"food culture","","foodculture","en"
"Netherlands","Country","Netherlands","en"
"cube","","cube","en"
"childhood obesity","","child corpulency","en"
"childhood obesity","","child fleshiness","en"
"childhood obesity","","child obesity","en"
"childhood obesity","","childhood corpulency","en"
"childhood obesity","","childhood fleshiness","en"
"childhood obesity","","childhood obesity","en"
"childhood obesity","","childhoodobesity","en"
"childhood obesity","","childobesity","en"
"childhood obesity","","children obesity","en"
"childhood obesity","","kid obesity","en"
"childhood obesity","","minor obesity","en"
"childhood obesity","","youngster obesity","en"
"emissions","","emissions","en"
"jerky","","jerk","en"
"jerky","","jerky","en"
"credit card","","credit card","en"
"credit card","","creditcard","en"
"donor","","donor","en"
"ecosystem","","ecosystem","en"
"food quality","","food quality","en"
"Jordan","Country","Jordan","en"
"high blood pressure","","hbp","en"
"high blood pressure","","high blood pressure","en"
"Dow-DuPont","","Dow","en"
"Dow-DuPont","","Dow-DuPont","en"
"Dow-DuPont","","Dow-DuPont ","en"
"Dow-DuPont","","Dow-DuPont company","en"
"Dow-DuPont","","Dow-DuPont merger","en"
"Dow-DuPont","","DowDuPont","en"
"Dow-DuPont","","DuPont","en"
"developing country","","developed country","en"
"developing country","","developed nation","en"
"developing country","","developing country","en"
"developing country","","developing nation","en"
"slaughter","","slaughter","en"
"unsafe","","unsafe","en"
"executive director","","executive director","en"
"executive director","","executivedirector","en"
"cheeseburger","","cheeseburger","en"
"kenya","Country","kenya","en"
"green tea","","green tea","en"
"green tea","","greentea","en"
"peach","","peach","en"
"baker","","baker","en"
"New Jersey","","New Jersey","en"
"New Jersey","","NewJersey","en"
"manchester","","manchester","en"
"commerce","","commerce","en"
"young people","","young people","en"
"infographic","","infographic","en"
"gain weight","","gain weight","en"
"Iran","Country","Iran","en"
"big data","","big data","en"
"big data","","bigdata","en"
"consensus","","consensus","en"
"big mac","","big mac","en"
"big mac","","bigmac","en"
"prime minister","","prime minister","en"
"prime minister","","primeminister","en"
"shareholder","","shareholder","en"
"sanction","","sanction","en"
"advocacy","","advocacy","en"
"advocacy","","protagonism","en"
"mold","","mildew","en"
"mold","","mold","en"
"mold","","molding","en"
"mold","","mould","en"
"mold","","moulding","en"
"bust","","bust","en"
"bust","","busted","en"
"malnutrition","","malnutrition","en"
"jelly","","jelly","en"
"dark chocolate","","dark chocolate","en"
"dark chocolate","","darkchocolate","en"
"north carolina","","north carolina","en"
"north carolina","","northcarolina","en"
"high fever","","fever","en"
"high fever","","high fever","en"
"high fever","","highfever","en"
"radiation","","actinotherapy","en"
"radiation","","irradiation","en"
"radiation","","radiation","en"
"radiation","","radioactivity","en"
"radiation","","radiotherapy","en"
"bowel cancer","Disease / Condition; Cancer","anal cancer","en"
"bowel cancer","Disease / Condition; Cancer","bowel cancer","en"
"bowel cancer","Disease / Condition; Cancer","bowelcancer","en"
"bowel cancer","Disease / Condition; Cancer","colon cancer","en"
"bowel cancer","Disease / Condition; Cancer","colorectal cancer","en"
"bowel cancer","Disease / Condition; Cancer","colorectalcancer","en"
"bowel cancer","Disease / Condition; Cancer","rectum cancer","en"
"irony","","irony","en"
"irony","","sarcasm","en"
"irony","","satire","en"
"marathon","","marathon","en"
"ecology","","bionomics","en"
"ecology","","ecology","en"
"magnesium","","magnesium","en"
"macaroni","","macaroni","en"
"vegan food","","vegan food","en"
"vegan food","","veganfood","en"
"korea","","korea","en"
"scam","","scam","en"
"organic farming","","organic agriculture","en"
"organic farming","","organic farm","en"
"organic farming","","organic farming","en"
"world food","","world food","en"
"world food","","worldfood","en"
"take-away food","","take away food","en"
"take-away food","","take-away food","en"
"take-away food","","takeaway food","en"
"Iraq","Country","Iraq","en"
"food-borne illness","","food born illness","en"
"food-borne illness","","food borne illness","en"
"food-borne illness","","food-born disease","en"
"food-borne illness","","food-born illness","en"
"food-borne illness","","food-born malady","en"
"food-borne illness","","food-born sickness","en"
"food-borne illness","","food-born unwellness","en"
"food-borne illness","","food-borne illness","en"
"food-borne illness","","food-borne malady","en"
"food-borne illness","","food-borne sickness","en"
"food-borne illness","","food-borne unwellness","en"
"food-borne illness","","foodborn illness","en"
"food-borne illness","","foodborne illness","en"
"food-borne illness","","foodborneillness","en"
"emphasis","","emphasis","en"
"Denmark","Country","Denmark","en"
"Nestle India","","Nestle India","en"
"Nestle India","","NestleIndia","en"
"Nestle India","","Nestlé India","en"
"temptation","","temptation","en"
"food addiction","","food addiction","en"
"food addiction","","food dependance","en"
"food addiction","","food dependence","en"
"food addiction","","food dependency","en"
"food addiction","","food habituation","en"
"food addiction","","foodaddiction","en"
"Hong Kong","Country","Hong Kong","en"
"costa coffee","","costa","en"
"costa coffee","","costa coffee","en"
"health insurance","","health insurance","en"
"health insurance","","healthinsurance","en"
"workforce","","workforce","en"
"brown rice","","brown rice","en"
"brown rice","","brownrice","en"
"cocaine","","cocaine","en"
"autism","","autism","en"
"GMO labeling law","","California Proposition 37","en"
"GMO labeling law","","GMO labeling law","en"
"GMO labeling law","","H.R. 913","en"
"GMO labeling law","","HR 913","en"
"GMO labeling law","","HR. 913","en"
"GMO labeling law","","HR913","en"
"GMO labeling law","","S 511","en"
"GMO labeling law","","S. 511","en"
"GMO labeling law","","S.B. 511","en"
"GMO labeling law","","S511","en"
"GMO labeling law","","SB 511","en"
"GMO labeling law","","SB. 511","en"
"GMO labeling law","","SB511","en"
"GMO labeling law","","big food bill","en"
"GMO labeling law","","gmo bill","en"
"GMO labeling law","","gmo circular","en"
"GMO labeling law","","gmo labeling bill","en"
"GMO labeling law","","gmo labeling campaign","en"
"GMO labeling law","","gmo labeling cause","en"
"GMO labeling law","","gmo labeling circular","en"
"GMO labeling law","","gmo labeling crusade","en"
"GMO labeling law","","gmo labeling effort","en"
"GMO labeling law","","gmo labeling initiative","en"
"GMO labeling law","","gmo labeling law","en"
"GMO labeling law","","gmo labeling legislation","en"
"GMO labeling law","","gmo labeling movement","en"
"GMO labeling law","","gmo labeling proposal","en"
"GMO labeling law","","mandatory labeling law","en"
"GMO labeling law","","prop 37","en"
"GMO labeling law","","prop. 37","en"
"vested interest","","vested interest","en"
"vested interest","","vestedinterest","en"
"rabbit","","hare","en"
"rabbit","","lapin","en"
"rabbit","","rabbit","en"
"organism","","organism","en"
"watermelon","","watermelon","en"
"residue","","residue","en"
"chicken nugget","","chicken nugget","en"
"chicken nugget","","chickennugget","en"
"united nation","","united nation","en"
"united nation","","unitednation","en"
"junk food day","","junk food day","en"
"junk food day","","junkfoodday","en"
"junk food day","","nationalburgerday","en"
"junk food day","","nationaljunkfoodday","en"
"probiotic","","probiotic","en"
"unfao","","Food and Agriculture Organisation of the UN","en"
"unfao","","Food and Agriculture Organisation of the United Nations","en"
"unfao","","Food and Agriculture Organization of the UN","en"
"unfao","","Food and Agriculture Organization of the United Nations","en"
"unfao","","UN Food and Agriculture Organisation","en"
"unfao","","UN Food and Agriculture Organization","en"
"unfao","","UNFAO","en"
"unfao","","United Nations Food and Agriculture Organisation","en"
"unfao","","United Nations Food and Agriculture Organization","en"
"unfao","","unfao","en"
"coincidence","","coincidence","en"
"coincidence","","concurrence","en"
"coincidence","","happenstance","en"
"slow cooker","","slow cooker","en"
"asthma","","asthma","en"
"hacking","","hacking","en"
"mercury","","Hg","en"
"mercury","","hydrargyrum","en"
"mercury","","mercury","en"
"mercury","","quicksilver","en"
"levi","","levi","en"
"shelf-life","","shelf life","en"
"shelf-life","","shelf-life","en"
"shelf-life","","shelflife","en"
"shelf-life","","storage time","en"
"kroger","","kroger","en"
"insurance company","","insurance company","en"
"Vietnam","Country","Vietnam","en"
"food fight","","food battle","en"
"food fight","","food combat","en"
"food fight","","food conflict","en"
"food fight","","food engagement","en"
"food fight","","food fight","en"
"food fight","","food fighting","en"
"food fight","","foodfight","en"
"change food","","change food","en"
"risk factor","","danger factor","en"
"risk factor","","endangerment factor","en"
"risk factor","","hazard factor","en"
"risk factor","","jeopardy factor","en"
"risk factor","","peril factor","en"
"risk factor","","risk factor","en"
"risk factor","","riskfactor","en"
"intolerance","","intolerance","en"
"physical activity","","physical activity","en"
"physical activity","","physicalactivity","en"
"allergen","","alergen","en"
"allergen","","allergen","en"
"gum","","gum","en"
"gum","","gumwood","en"
"Chile","Country","Chile","en"
"Sweden","Country","Sweden","en"
"body weight","","body weight","en"
"body weight","","bodyweight","en"
"wildlife","","wildlife","en"
"school lunch","","school lunch","en"
"school lunch","","schoollunch","en"
"palatable","","palatable","en"
"culprit","","culprit","en"
"culprit","","perpetrator","en"
"wall street","","wall street","en"
"wall street","","wallstreet","en"
"human consumption","","human consumption","en"
"human consumption","","human ingestion","en"
"human consumption","","human intake","en"
"human consumption","","human usance","en"
"human consumption","","human use","en"
"ideology","","ideology","en"
"amino acid","","amino acid","en"
"amino acid","","aminoacid","en"
"dumping","","dumping","en"
"Chick-fil-A","","Chick-fil-A","en"
"Chick-fil-A","","chickfila","en"
"food industry exposed","","food industry exposed","en"
"viewer","","viewer","en"
"resurgence","","resurgence","en"
"resurgence","","revitalisation","en"
"resurgence","","revitalization","en"
"resurgence","","revival","en"
"resurgence","","revivification","en"
"great article","","fine essay","en"
"great article","","great article","en"
"great article","","great read","en"
"great article","","interesting article","en"
"great article","","interesting piece","en"
"great article","","interestingarticle","en"
"food brand","","food brand","en"
"pasteurisation","Food Processing","pasteurisation","en"
"pasteurisation","Food Processing","pasteurization","en"
"North Korea","Country","North Korea","en"
"organic brand","","organic brand","en"
"organic brand","","organic produce","en"
"organic brand","","organic product","en"
"organic brand","","organicproduct","en"
"wholesale","","wholesale","en"
"food day","","food day","en"
"food day","","foodday","en"
"Aldi","Industry; Company","Aldi","en"
"eating real food","","eating real food","en"
"blood sugar level","","blood sugar level","en"
"gaining weight","","gaining weight","en"
"gaining weight","","gainingweight","en"
"butcher","","butcher","en"
"butcher","","meatman","en"
"butcher","","slaughterer","en"
"local farmer","","local farm","en"
"local farmer","","local farmer","en"
"local farmer","","localfarm","en"
"potato chip","","potato chip","en"
"potato chip","","potato crisp","en"
"potato chip","","potatochip","en"
"obama administration","","obama admin","en"
"obama administration","","obama administration","en"
"obama administration","","obamaadministration","en"
"Venezuela","Country","Venezuela","en"
"mortality","","deathrate","en"
"mortality","","mortality","en"
"toxic chemical","Health Risk; chemical","cancer causing chemical","en"
"toxic chemical","Health Risk; chemical","dangerous chemical","en"
"toxic chemical","Health Risk; chemical","toxic chemical","en"
"toxic chemical","Health Risk; chemical","toxic substance","en"
"toxic chemical","Health Risk; chemical","toxicchemical","en"
"chronic disease","","chronic disease","en"
"chronic disease","","chronicdisease","en"
"dubai","","dubai","en"
"FSSAI","","FSSAI","en"
"FSSAI","","Food Safety and Standards Authority of India","en"
"switzerland","Country","switzerland","en"
"commodity","","commodity","en"
"south korea","Country","south korea","en"
"south korea","Country","southkorea","en"
"spam","","spam","en"
"sainsbury","Industry; Company","sainsbury","en"
"Food Inc.","","Food Inc","en"
"Food Inc.","","Food Inc Movie","en"
"Food Inc.","","Food Inc.","en"
"Jersey","Country","Jersey","en"
"doritos","","doritos","en"
"food matter","","food issue","en"
"food matter","","food matter","en"
"food matter","","food topic","en"
"food matter","","foodissue","en"
"medical problem","","behavior problem","en"
"medical problem","","behavior trouble","en"
"medical problem","","behaviour problem","en"
"medical problem","","behaviour trouble","en"
"medical problem","","gut problem","en"
"medical problem","","heart condition","en"
"medical problem","","heart problem","en"
"medical problem","","liver issue","en"
"medical problem","","liver problem","en"
"medical problem","","liver trouble","en"
"medical problem","","medical problem","en"
"medical problem","","obesity problem","en"
"medical problem","","stomach problem","en"
"sweetness","","sugariness","en"
"sweetness","","sweetness","en"
"lemon juice","","lemon juice","en"
"lemon juice","","lemonjuice","en"
"Afghanistan","Country","Afghanistan","en"
"sanitation","","sanitation","en"
"food lover","","food lover","en"
"chicken meat","Meat","chicken meat","en"
"food source","","food source","en"
"Egypt","Country","Egypt","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","GE crop","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","GE harvest","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","genetically engineered crop","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","genetically engineered harvest","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","genetically modified crop","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","genetically modified harvest","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","gm crop","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","gm harvest","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","gmcrop","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","gmo crop","en"
"gm crop","Food; Processed Food; PF instance (generic); GMO","gmo harvest","en"
"health food store","","health food shop","en"
"health food store","","health food store","en"
"Greece","Country","Greece","en"
"wellbeing","","wellbeing","en"
"food blog","","food blog","en"
"food blog","","foodblog","en"
"chia seed","","chia germ","en"
"chia seed","","chia seed","en"
"chia seed","","chiaseed","en"
"vending machine","","vending machine","en"
"vending machine","","vendingmachine","en"
"industrial food","Food; Processed Food; PF instance (generic)","industrial food","en"
"industrial food","Food; Processed Food; PF instance (generic)","industry food","en"
"cardiovascular disease","","cardiovascular disease","en"
"cardiovascular disease","","cardiovasculardisease","en"
"tiger","","tiger","en"
"future of food","","food future","en"
"future of food","","future of food","en"
"future of food","","futureoffood","en"
"refined sugar","","refine sugar","en"
"refined sugar","","refined carbohydrate","en"
"refined sugar","","refined sugar","en"
"refined sugar","","refinedsugar","en"
"food safety news","","food safety news","en"
"bayer","","bayer","en"
"GM seed","Food; Processed Food; PF instance (generic); GMO","GM germ","en"
"GM seed","Food; Processed Food; PF instance (generic); GMO","GM seed","en"
"GM seed","Food; Processed Food; PF instance (generic); GMO","GMO germ","en"
"GM seed","Food; Processed Food; PF instance (generic); GMO","GMO seed","en"
"GM seed","Food; Processed Food; PF instance (generic); GMO","genetically engineered germ","en"
"GM seed","Food; Processed Food; PF instance (generic); GMO","genetically engineered seed","en"
"GM seed","Food; Processed Food; PF instance (generic); GMO","gm seed","en"
"food and agriculture organisation","","fao","en"
"food and agriculture organisation","","food and agriculture organisation","en"
"food and agriculture organisation","","food and agriculture organization","en"
"biodiversity","","biodiversity","en"
"subsidiary","","subsidiary","en"
"infestation","","infestation","en"
"infestation","","plague","en"
"bad news","","bad news","en"
"bad news","","badnews","en"
"monopoly","","monopoly","en"
"heinz","Industry; Company","heinz","en"
"mature","","mature","en"
"snack food","Food; Processed Food; PF instance (generic)","snack food","en"
"eating processed food","","alimentation processed food","en"
"eating processed food","","consuming processed food","en"
"eating processed food","","consumption of processed food","en"
"eating processed food","","eating processed food","en"
"eating processed food","","feeding processed food","en"
"eating processed food","","ingestion of processed food","en"
"eating processed food","","intake of processed food","en"
"eating processed food","","processed food consumption","en"
"eating processed food","","processed food ingestion","en"
"eating processed food","","processed food intake","en"
"eating processed food","","processed food usance","en"
"eating processed food","","processed food use","en"
"eating processed food","","usance of processed food","en"
"eating processed food","","use of processed food","en"
"large portion","","large part","en"
"large portion","","large pct","en"
"large portion","","large percent","en"
"large portion","","large percentage","en"
"large portion","","large portion","en"
"large portion","","large share","en"
"troll","","troll","en"
"Saudi Arabia","Country","Saudi Arabia","en"
"almond milk","","almond milk","en"
"almond milk","","almondmilk","en"
"bottled water","","bottled water","en"
"toxicity","","perniciousness","en"
"toxicity","","toxicity","en"
"aroma","","aroma","en"
"dietary guideline","","aliment guideline","en"
"dietary guideline","","alimentation guideline","en"
"dietary guideline","","dietary guideline","en"
"dietary guideline","","dietary guidepost","en"
"dietary guideline","","nourishment guideline","en"
"dietary guideline","","nutriment guideline","en"
"dietary guideline","","nutrition guideline","en"
"dietary guideline","","sustenance guideline","en"
"dietary guideline","","victuals guideline","en"
"craziness","","craziness","en"
"craziness","","foolery","en"
"craziness","","foolishness","en"
"craziness","","lunacy","en"
"craziness","","madness","en"
"messi","","messi","en"
"pollutant","","pollutant","en"
"canola","","canola","en"
"perishable","","perishable","en"
"perishable","","spoilable","en"
"genome","","genome","en"
"genomics","","genomics","en"
"great idea","","great idea","en"
"great idea","","greatidea","en"
"cancer cell","","cancer cell","en"
"cancer cell","","cancercell","en"
"food policy","","food policy","en"
"food policy","","foodpolicy","en"
"sheep","","sheep","en"
"inadequate","","inadequate","en"
"Bacillus thuringiensis","","Bacillus thuringiensis","en"
"Bacillus thuringiensis","","Bt","en"
"heroin","","heroin","en"
"berkeley","","berkeley","en"
"low income","","low income","en"
"low income","","lowincome","en"
"raw material","","raw material","en"
"raw material","","rawmaterial","en"
"shark","","shark","en"
"Belgium","Country","Belgium","en"
"dye","","dye","en"
"dye","","dyestuff","en"
"hypertension","","hypertension","en"
"Iceland","Country","Iceland","en"
"disagreement","","disagreement","en"
"disagreement","","discrepancy","en"
"disagreement","","dissension","en"
"disagreement","","dissonance","en"
"disagreement","","divergence","en"
"bad idea","","bad idea","en"
"bad idea","","badidea","en"
"listeria","Disease / Condition","listeria","en"
"listeria","Disease / Condition","listeria illness","en"
"listeria","Disease / Condition","listeria malady","en"
"listeria","Disease / Condition","listeria monocytogenes","en"
"listeria","Disease / Condition","listeria sickness","en"
"listeria","Disease / Condition","listeria unwellness","en"
"diet coke","","diet coke","en"
"diet coke","","dietcoke","en"
"horse meat","Meat","horse meat","en"
"horse meat","Meat","horsemeat","en"
"sugar consumption","","sugar consumption","en"
"sugar consumption","","sugar ingestion","en"
"sugar consumption","","sugar intake","en"
"sugar consumption","","sugar usance","en"
"sugar consumption","","sugar use","en"
"sovereignty","","reign","en"
"sovereignty","","sovereignty","en"
"global marketing","","global market","en"
"global marketing","","global marketing","en"
"global marketing","","global merchandising","en"
"global marketing","","global selling","en"
"global marketing","","globalmarket","en"
"sleep deprivation","","insomnia","en"
"sleep deprivation","","insufficient nap","en"
"sleep deprivation","","insufficient rest","en"
"sleep deprivation","","insufficient sleep","en"
"sleep deprivation","","insufficient slumber","en"
"sleep deprivation","","lack of nap","en"
"sleep deprivation","","lack of rest","en"
"sleep deprivation","","lack of sleep","en"
"sleep deprivation","","lack of slumber","en"
"sleep deprivation","","nap depravation","en"
"sleep deprivation","","nap deprivation","en"
"sleep deprivation","","rest depravation","en"
"sleep deprivation","","rest deprivation","en"
"sleep deprivation","","sleep depravation","en"
"sleep deprivation","","sleep deprivation","en"
"sleep deprivation","","sleepdeprivation","en"
"sleep deprivation","","slumber depravation","en"
"sleep deprivation","","slumber deprivation","en"
"journalism","","journalism","en"
"modern society","","busy lifestyle","en"
"modern society","","busy people","en"
"modern society","","fast pace","en"
"modern society","","modern day pressure","en"
"modern society","","modern society","en"
"Toll House","","Nestle Toll House","en"
"Toll House","","Nestlé Toll House","en"
"Toll House","","Toll House","en"
"Toll House","","TollHouse","en"
"Toll House","","nestle tollhouse","en"
"Toll House","","nestlē toll house","en"
"Toll House","","toll house chocolate","en"
"Toll House","","tollhouse chocolate","en"
"commentary","","commentary","en"
"landfill","","landfill","en"
"drive-thru","","drive-thru","en"
"police officer","","police officer","en"
"police officer","","policeofficer","en"
"eating plan","","alimentation plan","en"
"eating plan","","eating plan","en"
"eating plan","","eatingplan","en"
"eating plan","","feeding plan","en"
"gmo ban","","gmo ban","en"
"gmo ban","","gmo banning","en"
"gmo ban","","gmo forbiddance","en"
"gmo ban","","gmo prohibition","en"
"gmo ban","","gmo proscription","en"
"gmo ban","","gmoban","en"
"gmo ban","","gno","en"
"gmo ban","","nogmo","en"
"SNAP","","SNAP","en"
"SNAP","","Supplemental Nutrition Assistance Program","en"
"SNAP","","supplemental nutrition assistance program","en"
"vegetable oil","","vegetable oil","en"
"vegetable oil","","vegetableoil","en"
"dementia","","dementedness","en"
"dementia","","dementia","en"
"dealer","","dealer","en"
"cheeto","","cheeto","en"
"nutrition fact","","aliment fact","en"
"nutrition fact","","alimentation fact","en"
"nutrition fact","","nourishment fact","en"
"nutrition fact","","nutriment fact","en"
"nutrition fact","","nutrition fact","en"
"nutrition fact","","nutritionfact","en"
"nutrition fact","","sustenance fact","en"
"nutrition fact","","victuals fact","en"
"delta","","delta","en"
"reflection","","contemplation","en"
"reflection","","reflection","en"
"reflection","","reflectivity","en"
"reflection","","reflexion","en"
"reflection","","thoughtfulness","en"
"porridge","","porridge","en"
"Huffington Post","","Huffington Post","en"
"Huffington Post","","HuffingtonPost","en"
"Taiwan","Country","Taiwan","en"
"greek yogurt","","greek yogurt","en"
"greek yogurt","","greekyogurt","en"
"portion size","","portion size","en"
"portion size","","portionsize","en"
"e-commerce","","e-commerce","en"
"arsenic","Health Risk; chemical","arsenic","en"
"arsenic","Health Risk; chemical","ratsbane","en"
"artificial color","Artificial Ingredient","artificial color","en"
"artificial color","Artificial Ingredient","artificial coloration","en"
"artificial color","Artificial Ingredient","artificial colour","en"
"artificial color","Artificial Ingredient","artificial colouration","en"
"artificial color","Artificial Ingredient","artificial dye","en"
"artificial color","Artificial Ingredient","artificial dyestuff","en"
"artificial color","Artificial Ingredient","artificial food dye","en"
"artificial color","Artificial Ingredient","artificial food dyestuff","en"
"artificial color","Artificial Ingredient","artificial gloss","en"
"hepatitis","","hepatitis","en"
"denny","","denny","en"
"food innovation","","food innovation","en"
"food innovation","","foodinnovation","en"
"south carolina","","south carolina","en"
"south carolina","","southcarolina","en"
"cuba","Country","Cuba","en"
"cuba","Country","cuba","en"
"multinational","","multinational","en"
"baked good","","baked good","en"
"baked good","","bakedgood","en"
"unilever","Industry; Company","unilever","en"
"goreng","","goreng","en"
"food news","","food news","en"
"food news","","foodnews","en"
"prostate cancer","Disease / Condition; Cancer","bladder cancer","en"
"prostate cancer","Disease / Condition; Cancer","prostate cancer","en"
"prostate cancer","Disease / Condition; Cancer","prostatecancer","en"
"high protein","","high protein","en"
"high protein","","highprotein","en"
"leukemia","Disease / Condition; Cancer","leukemia","en"
"food study","","food additive report","en"
"food study","","food report","en"
"food study","","food study","en"
"food study","","food survey","en"
"food study","","food work","en"
"food coma","","food coma","en"
"grain free","","grain free","en"
"grain free","","grainfree","en"
"Poland","Country","Poland","en"
"accountability","","accountability","en"
"human body","","human body","en"
"digestive system","","digestive system","en"
"digestive system","","digestivesystem","en"
"celiac disease","Food; Gluten","celiac","en"
"celiac disease","Food; Gluten","celiac disease","en"
"celiac disease","Food; Gluten","celiac's","en"
"celiac disease","Food; Gluten","celiac's disease","en"
"celiac disease","Food; Gluten","celiacdisease","en"
"celiac disease","Food; Gluten","celiacs","en"
"celiac disease","Food; Gluten","celiacsdisease","en"
"celiac disease","Food; Gluten","coeliac","en"
"celiac disease","Food; Gluten","coeliac disease","en"
"celiac disease","Food; Gluten","coeliac's","en"
"celiac disease","Food; Gluten","coeliac's disease","en"
"celiac disease","Food; Gluten","coeliacdisease","en"
"celiac disease","Food; Gluten","coeliacs","en"
"celiac disease","Food; Gluten","coeliacsdisease","en"
"quality of life","","quality of life","en"
"quality of life","","qualityoflife","en"
"freshness","","freshness","en"
"better choice","","better alternative","en"
"better choice","","better choice","en"
"better choice","","better option","en"
"better choice","","better pick","en"
"better choice","","better selection","en"
"natural resource","","natural resource","en"
"natural resource","","naturalresource","en"
"college student","","college student","en"
"modification","","modification","en"
"food color","","food color","en"
"food color","","food coloration","en"
"food color","","food coloring","en"
"food color","","food colour","en"
"food color","","food colouration","en"
"food color","","food colouring","en"
"food color","","food gloss","en"
"food color","","foodcolor","en"
"Hungary","Country","Hungary","en"
"offset","","offset","en"
"food supplement","","food supplement","en"
"bp","","BP","en"
"bp","","BP Oil","en"
"bp","","BP Petroleum","en"
"bp","","bp","en"
"Fed Up","","Fed Up","en"
"Fed Up","","Fed Up film","en"
"Fed Up","","Fed Up flick","en"
"Fed Up","","Fed Up movie","en"
"Fed Up","","fedup","en"
"Fed Up","","fedupmovie","en"
"sweeter","","sweeter","en"
"food sector","","food sector","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","GM soja","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","GM soy","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","GM soya","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","GM soybean","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","GMO soja","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","GMO soy","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","GMO soya","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","GMO soybean","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","Genetically modified soja","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","Genetically modified soy","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","Genetically modified soya","en"
"GM soy","Food; Processed Food; PF instance (generic); GMO","Genetically modified soybean","en"
"heart disease risk","","danger of heart disease","en"
"heart disease risk","","endangerment of heart disease","en"
"heart disease risk","","hazard of heart disease","en"
"heart disease risk","","heart disease danger","en"
"heart disease risk","","heart disease endangerment","en"
"heart disease risk","","heart disease hazard","en"
"heart disease risk","","heart disease jeopardy","en"
"heart disease risk","","heart disease peril","en"
"heart disease risk","","heart disease risk","en"
"heart disease risk","","jeopardy of heart disease","en"
"heart disease risk","","peril of heart disease","en"
"heart disease risk","","risk of heart disease","en"
"grass fed","","grass fed","en"
"grass fed","","grassfed","en"
"news release","","news release","en"
"news release","","newsrelease","en"
"consumer awareness","","consumer awareness","en"
"cancer treatment","","cancer treatment","en"
"Sudan","Country","Sudan","en"
"business model","","business model","en"
"business model","","businessmodel","en"
"sour cream","","sour cream","en"
"poor people","","poor people","en"
